3.78	11.34	15.34
3.79	11.37	15.37
3.8	11.4	15.4
3.81	11.43	15.43
3.82	11.46	15.46
3.83	11.49	15.49
3.84	11.52	15.52
3.85	11.55	15.55
3.86	11.58	15.58
3.87	11.61	15.61
3.88	11.64	15.64
3.89	11.67	15.67
3.9	11.7	15.7
3.91	11.73	15.73
3.92	11.76	15.76
3.93	11.79	15.79
3.94	11.82	15.82
3.95	11.85	15.85
3.96	11.88	15.88
3.97	11.91	15.91
3.98	11.94	15.94
3.99	11.97	15.97
4	12	16
4.01	12.03	16.03
4.02	12.06	16.06
4.03	12.09	16.09
4.04	12.12	16.12
4.05	12.15	16.15
4.06	12.18	16.18
4.07	12.21	16.21
4.08	12.24	16.24
4.09	12.27	16.27
4.1	12.3	16.3
4.11	12.33	16.33
4.12	12.36	16.36
4.13	12.39	16.39
4.14	12.42	16.42
4.15	12.45	16.45
4.16	12.48	16.48
4.17	12.51	16.51
4.18	12.54	16.54
4.19	12.57	16.57
4.2	12.6	16.6
4.21	12.63	16.63
4.22	12.66	16.66
4.23	12.69	16.69
4.24	12.72	16.72
4.25	12.75	16.75
4.26	12.78	16.78
4.27	12.81	16.81
4.28	12.84	16.84
4.29	12.87	16.87
4.3	12.9	16.9
4.31	12.93	16.93
4.32	12.96	16.96
4.33	12.99	16.99
4.34	13.02	17.02
4.35	13.05	17.05
4.36	13.08	17.08
4.37	13.11	17.11
4.38	13.14	17.14
4.39	13.17	17.17
4.4	13.2	17.2
4.41	13.23	17.23
4.42	13.26	17.26
4.43	13.29	17.29
4.44	13.32	17.32
4.45	13.35	17.35
4.46	13.38	17.38
4.47	13.41	17.41
4.48	13.44	17.44
4.49	13.47	17.47
4.5	13.5	17.5
4.51	13.53	17.53
4.52	13.56	17.56
4.53	13.59	17.59
4.54	13.62	17.62
4.55	13.65	17.65
4.56	13.68	17.68
4.57	13.71	17.71
4.58	13.74	17.74
4.59	13.77	17.77
4.6	13.8	17.8
4.61	13.83	17.83
4.62	13.86	17.86
4.63	13.89	17.89
4.64	13.92	17.92
4.65	13.95	17.95
4.66	13.98	17.98
4.67	14.01	18.01
4.68	14.04	18.04
4.69	14.07	18.07
4.7	14.1	18.1
4.71	14.13	18.13
4.72	14.16	18.16
4.73	14.19	18.19
4.74	14.22	18.22
4.75	14.25	18.25
4.76	14.28	18.28
4.77	14.31	18.31
4.78	14.34	18.34
4.79	14.37	18.37
4.8	14.4	18.4
4.81	14.43	18.43
4.82	14.46	18.46
4.83	14.49	18.49
4.84	14.52	18.52
4.85	14.55	18.55
4.86	14.58	18.58
4.87	14.61	18.61
4.88	14.64	18.64
4.89	14.67	18.67
4.9	14.7	18.7
4.91	14.73	18.73
4.92	14.76	18.76
4.93	14.79	18.79
4.94	14.82	18.82
4.95	14.85	18.85
4.96	14.88	18.88
4.97	14.91	18.91
4.98	14.94	18.94
4.99	14.97	18.97
5	15	19
5.01	15.03	19.03
5.02	15.06	19.06
5.03	15.09	19.09
5.04	15.12	19.12
5.05	15.15	19.15
5.06	15.18	19.18
5.07	15.21	19.21
5.08	15.24	19.24
5.09	15.27	19.27
5.1	15.3	19.3
5.11	15.33	19.33
5.12	15.36	19.36
5.13	15.39	19.39
5.14	15.42	19.42
5.15	15.45	19.45
5.16	15.48	19.48
5.17	15.51	19.51
5.18	15.54	19.54
5.19	15.57	19.57
5.2	15.6	19.6
5.21	15.63	19.63
5.22	15.66	19.66
5.23	15.69	19.69
5.24	15.72	19.72
5.25	15.75	19.75
5.26	15.78	19.78
5.27	15.81	19.81
5.28	15.84	19.84
5.29	15.87	19.87
5.3	15.9	19.9
5.31	15.93	19.93
5.32	15.96	19.96
5.33	15.99	19.99
5.34	16.02	20.02
5.35	16.05	20.05
5.36	16.08	20.08
5.37	16.11	20.11
5.38	16.14	20.14
5.39	16.17	20.17
5.4	16.2	20.2
5.41	16.23	20.23
5.42	16.26	20.26
5.43	16.29	20.29
5.44	16.32	20.32
5.45	16.35	20.35
5.46	16.38	20.38
5.47	16.41	20.41
5.48	16.44	20.44
5.49	16.47	20.47
5.5	16.5	20.5
5.51	16.53	20.53
5.52	16.56	20.56
5.53	16.59	20.59
5.54	16.62	20.62
5.55	16.65	20.65
5.56	16.68	20.68
5.57	16.71	20.71
5.58	16.74	20.74
5.59	16.77	20.77
5.6	16.8	20.8
5.61	16.83	20.83
5.62	16.86	20.86
5.63	16.89	20.89
5.64	16.92	20.92
5.65	16.95	20.95
5.66	16.98	20.98
5.67	17.01	21.01
5.68	17.04	21.04
5.69	17.07	21.07
5.7	17.1	21.1
5.71	17.13	21.13
5.72	17.16	21.16
5.73	17.19	21.19
5.74	17.22	21.22
5.75	17.25	21.25
5.76	17.28	21.28
5.77	17.31	21.31
5.78	17.34	21.34
5.79	17.37	21.37
5.8	17.4	21.4
5.81	17.43	21.43
5.82	17.46	21.46
5.83	17.49	21.49
5.84	17.52	21.52
5.85	17.55	21.55
5.86	17.58	21.58
5.87	17.61	21.61
5.88	17.64	21.64
5.89	17.67	21.67
5.9	17.7	21.7
5.91	17.73	21.73
5.92	17.76	21.76
5.93	17.79	21.79
5.94	17.82	21.82
5.95	17.85	21.85
5.96	17.88	21.88
5.97	17.91	21.91
5.98	17.94	21.94
5.99	17.97	21.97
6	18	22
6.01	18.03	22.03
6.02	18.06	22.06
6.03	18.09	22.09
6.04	18.12	22.12
6.05	18.15	22.15
6.06	18.18	22.18
6.07	18.21	22.21
6.08	18.24	22.24
6.09	18.27	22.27
6.1	18.3	22.3
6.11	18.33	22.33
6.12	18.36	22.36
6.13	18.39	22.39
6.14	18.42	22.42
6.15	18.45	22.45
6.16	18.48	22.48
6.17	18.51	22.51
6.18	18.54	22.54
6.19	18.57	22.57
6.2	18.6	22.6
6.21	18.63	22.63
6.22	18.66	22.66
6.23	18.69	22.69
6.24	18.72	22.72
6.25	18.75	22.75
6.26	18.78	22.78
6.27	18.81	22.81
6.28	18.84	22.84
6.29	18.87	22.87
6.3	18.9	22.9
6.31	18.93	22.93
6.32	18.96	22.96
6.33	18.99	22.99
6.34	19.02	23.02
6.35	19.05	23.05
6.36	19.08	23.08
6.37	19.11	23.11
6.38	19.14	23.14
6.39	19.17	23.17
6.4	19.2	23.2
6.41	19.23	23.23
6.42	19.26	23.26
6.43	19.29	23.29
6.44	19.32	23.32
6.45	19.35	23.35
6.46	19.38	23.38
6.47	19.41	23.41
6.48	19.44	23.44
6.49	19.47	23.47
6.5	19.5	23.5
6.51	19.53	23.53
6.52	19.56	23.56
6.53	19.59	23.59
6.54	19.62	23.62
6.55	19.65	23.65
6.56	19.68	23.68
6.57	19.71	23.71
6.58	19.74	23.74
6.59	19.77	23.77
6.6	19.8	23.8
6.61	19.83	23.83
6.62	19.86	23.86
6.63	19.89	23.89
6.64	19.92	23.92
6.65	19.95	23.95
6.66	19.98	23.98
6.67	20.01	24.01
6.68	20.04	24.04
6.69	20.07	24.07
6.7	20.1	24.1
6.71	20.13	24.13
6.72	20.16	24.16
6.73	20.19	24.19
6.74	20.22	24.22
6.75	20.25	24.25
6.76	20.28	24.28
6.77	20.31	24.31
6.78	20.34	24.34
6.79	20.37	24.37
6.8	20.4	24.4
6.81	20.43	24.43
6.82	20.46	24.46
6.83	20.49	24.49
6.84	20.52	24.52
6.85	20.55	24.55
6.86	20.58	24.58
6.87	20.61	24.61
6.88	20.64	24.64
6.89	20.67	24.67
6.9	20.7	24.7
6.91	20.73	24.73
6.92	20.76	24.76
6.93	20.79	24.79
6.94	20.82	24.82
6.95	20.85	24.85
6.96	20.88	24.88
6.97	20.91	24.91
6.98	20.94	24.94
6.99	20.97	24.97
7	21	25
7.01	21.03	25.03
7.02	21.06	25.06
7.03	21.09	25.09
7.04	21.12	25.12
7.05	21.15	25.15
7.06	21.18	25.18
7.07	21.21	25.21
7.08	21.24	25.24
7.09	21.27	25.27
7.1	21.3	25.3
7.11	21.33	25.33
7.12	21.36	25.36
7.13	21.39	25.39
7.14	21.42	25.42
7.15	21.45	25.45
7.16	21.48	25.48
7.17	21.51	25.51
7.18	21.54	25.54
7.19	21.57	25.57
7.2	21.6	25.6
7.21	21.63	25.63
7.22	21.66	25.66
7.23	21.69	25.69
7.24	21.72	25.72
7.25	21.75	25.75
7.26	21.78	25.78
7.27	21.81	25.81
7.28	21.84	25.84
7.29	21.87	25.87
7.3	21.9	25.9
7.31	21.93	25.93
7.32	21.96	25.96
7.33	21.99	25.99
7.34	22.02	26.02
7.35	22.05	26.05
7.36	22.08	26.08
7.37	22.11	26.11
7.38	22.14	26.14
7.39	22.17	26.17
7.4	22.2	26.2
7.41	22.23	26.23
7.42	22.26	26.26
7.43	22.29	26.29
7.44	22.32	26.32
7.45	22.35	26.35
7.46	22.38	26.38
7.47	22.41	26.41
7.48	22.44	26.44
7.49	22.47	26.47
7.5	22.5	26.5
7.51	22.53	26.53
7.52	22.56	26.56
7.53	22.59	26.59
7.54	22.62	26.62
7.55	22.65	26.65
7.56	22.68	26.68
7.57	22.71	26.71
7.58	22.74	26.74
7.59	22.77	26.77
7.6	22.8	26.8
7.61	22.83	26.83
7.62	22.86	26.86
7.63	22.89	26.89
7.64	22.92	26.92
7.65	22.95	26.95
7.66	22.98	26.98
7.67	23.01	27.01
7.68	23.04	27.04
7.69	23.07	27.07
7.7	23.1	27.1
7.71	23.13	27.13
7.72	23.16	27.16
7.73	23.19	27.19
7.74	23.22	27.22
7.75	23.25	27.25
7.76	23.28	27.28
7.77	23.31	27.31
7.78	23.34	27.34
7.79	23.37	27.37
7.8	23.4	27.4
7.81	23.43	27.43
7.82	23.46	27.46
7.83	23.49	27.49
7.84	23.52	27.52
7.85	23.55	27.55
7.86	23.58	27.58
7.87	23.61	27.61
7.88	23.64	27.64
7.89	23.67	27.67
7.9	23.7	27.7
7.91	23.73	27.73
7.92	23.76	27.76
7.93	23.79	27.79
7.94	23.82	27.82
7.95	23.85	27.85
7.96	23.88	27.88
7.97	23.91	27.91
7.98	23.94	27.94
7.99	23.97	27.97
8	24	28
8.01	24.03	28.03
8.02	24.06	28.06
8.03	24.09	28.09
8.04	24.12	28.12
8.05	24.15	28.15
8.06	24.18	28.18
8.07	24.21	28.21
8.08	24.24	28.24
8.09	24.27	28.27
8.1	24.3	28.3
8.11	24.33	28.33
8.12	24.36	28.36
8.13	24.39	28.39
8.14	24.42	28.42
8.15	24.45	28.45
8.16	24.48	28.48
8.17	24.51	28.51
8.18	24.54	28.54
8.19	24.57	28.57
8.2	24.6	28.6
8.21	24.63	28.63
8.22	24.66	28.66
8.23	24.69	28.69
8.24	24.72	28.72
8.25	24.75	28.75
8.26	24.78	28.78
8.27	24.81	28.81
8.28	24.84	28.84
8.29	24.87	28.87
8.3	24.9	28.9
8.31	24.93	28.93
8.32	24.96	28.96
8.33	24.99	28.99
8.34	25.02	29.02
8.35	25.05	29.05
8.36	25.08	29.08
8.37	25.11	29.11
8.38	25.14	29.14
8.39	25.17	29.17
8.4	25.2	29.2
8.41	25.23	29.23
8.42	25.26	29.26
8.43	25.29	29.29
8.44	25.32	29.32
8.45	25.35	29.35
8.46	25.38	29.38
8.47	25.41	29.41
8.48	25.44	29.44
8.49	25.47	29.47
8.5	25.5	29.5
8.51	25.53	29.53
8.52	25.56	29.56
8.53	25.59	29.59
8.54	25.62	29.62
8.55	25.65	29.65
8.56	25.68	29.68
8.57	25.71	29.71
8.58	25.74	29.74
8.59	25.77	29.77
8.6	25.8	29.8
8.61	25.83	29.83
8.62	25.86	29.86
8.63	25.89	29.89
8.64	25.92	29.92
8.65	25.95	29.95
8.66	25.98	29.98
8.67	26.01	30.01
8.68	26.04	30.04
8.69	26.07	30.07
8.7	26.1	30.1
8.71	26.13	30.13
8.72	26.16	30.16
8.73	26.19	30.19
8.74	26.22	30.22
8.75	26.25	30.25
8.76	26.28	30.28
8.77	26.31	30.31
8.78	26.34	30.34
8.79	26.37	30.37
8.8	26.4	30.4
8.81	26.43	30.43
8.82	26.46	30.46
8.83	26.49	30.49
8.84	26.52	30.52
8.85	26.55	30.55
8.86	26.58	30.58
8.87	26.61	30.61
8.88	26.64	30.64
8.89	26.67	30.67
8.9	26.7	30.7
8.91	26.73	30.73
8.92	26.76	30.76
8.93	26.79	30.79
8.94	26.82	30.82
8.95	26.85	30.85
8.96	26.88	30.88
8.97	26.91	30.91
8.98	26.94	30.94
8.99	26.97	30.97
9	27	31
9.01	27.03	31.03
9.02	27.06	31.06
9.03	27.09	31.09
9.04	27.12	31.12
9.05	27.15	31.15
9.06	27.18	31.18
9.07	27.21	31.21
9.08	27.24	31.24
9.09	27.27	31.27
9.1	27.3	31.3
9.11	27.33	31.33
9.12	27.36	31.36
9.13	27.39	31.39
9.14	27.42	31.42
9.15	27.45	31.45
9.16	27.48	31.48
9.17	27.51	31.51
9.18	27.54	31.54
9.19	27.57	31.57
9.2	27.6	31.6
9.21	27.63	31.63
9.22	27.66	31.66
9.23	27.69	31.69
9.24	27.72	31.72
9.25	27.75	31.75
9.26	27.78	31.78
9.27	27.81	31.81
9.28	27.84	31.84
9.29	27.87	31.87
9.3	27.9	31.9
9.31	27.93	31.93
9.32	27.96	31.96
9.33	27.99	31.99
9.34	28.02	32.02
9.35	28.05	32.05
9.36	28.08	32.08
9.37	28.11	32.11
9.38	28.14	32.14
9.39	28.17	32.17
9.4	28.2	32.2
9.41	28.23	32.23
9.42	28.26	32.26
9.43	28.29	32.29
9.44	28.32	32.32
9.45	28.35	32.35
9.46	28.38	32.38
9.47	28.41	32.41
9.48	28.44	32.44
9.49	28.47	32.47
9.5	28.5	32.5
9.51	28.53	32.53
9.52	28.56	32.56
9.53	28.59	32.59
9.54	28.62	32.62
9.55	28.65	32.65
9.56	28.68	32.68
9.57	28.71	32.71
9.58	28.74	32.74
9.59	28.77	32.77
9.6	28.8	32.8
9.61	28.83	32.83
9.62	28.86	32.86
9.63	28.89	32.89
9.64	28.92	32.92
9.65	28.95	32.95
9.66	28.98	32.98
9.67	29.01	33.01
9.68	29.04	33.04
9.69	29.07	33.07
9.7	29.1	33.1
9.71	29.13	33.13
9.72	29.16	33.16
9.73	29.19	33.19
9.74	29.22	33.22
9.75	29.25	33.25
9.76	29.28	33.28
9.77	29.31	33.31
9.78	29.34	33.34
9.79	29.37	33.37
9.8	29.4	33.4
9.81	29.43	33.43
9.82	29.46	33.46
9.83	29.49	33.49
9.84	29.52	33.52
9.85	29.55	33.55
9.86	29.58	33.58
9.87	29.61	33.61
9.88	29.64	33.64
9.89	29.67	33.67
9.9	29.7	33.7
9.91	29.73	33.73
9.92	29.76	33.76
9.93	29.79	33.79
9.94	29.82	33.82
9.95	29.85	33.85
9.96	29.88	33.88
9.97	29.91	33.91
9.98	29.94	33.94
9.99	29.97	33.97
10	30	34
10.01	30.03	34.03
10.02	30.06	34.06
10.03	30.09	34.09
10.04	30.12	34.12
10.05	30.15	34.15
10.06	30.18	34.18
10.07	30.21	34.21
10.08	30.24	34.24
10.09	30.27	34.27
10.1	30.3	34.3
10.11	30.33	34.33
10.12	30.36	34.36
10.13	30.39	34.39
10.14	30.42	34.42
10.15	30.45	34.45
10.16	30.48	34.48
10.17	30.51	34.51
10.18	30.54	34.54
10.19	30.57	34.57
10.2	30.6	34.6
10.21	30.63	34.63
10.22	30.66	34.66
10.23	30.69	34.69
10.24	30.72	34.72
10.25	30.75	34.75
10.26	30.78	34.78
10.27	30.81	34.81
10.28	30.84	34.84
10.29	30.87	34.87
10.3	30.9	34.9
10.31	30.93	34.93
10.32	30.96	34.96
10.33	30.99	34.99
10.34	31.02	35.02
10.35	31.05	35.05
10.36	31.08	35.08
10.37	31.11	35.11
10.38	31.14	35.14
10.39	31.17	35.17
10.4	31.2	35.2
10.41	31.23	35.23
10.42	31.26	35.26
10.43	31.29	35.29
10.44	31.32	35.32
10.45	31.35	35.35
10.46	31.38	35.38
10.47	31.41	35.41
10.48	31.44	35.44
10.49	31.47	35.47
10.5	31.5	35.5
10.51	31.53	35.53
10.52	31.56	35.56
10.53	31.59	35.59
10.54	31.62	35.62
10.55	31.65	35.65
10.56	31.68	35.68
10.57	31.71	35.71
10.58	31.74	35.74
10.59	31.77	35.77
10.6	31.8	35.8
10.61	31.83	35.83
10.62	31.86	35.86
10.63	31.89	35.89
10.64	31.92	35.92
10.65	31.95	35.95
10.66	31.98	35.98
10.67	32.01	36.01
10.68	32.04	36.04
10.69	32.07	36.07
10.7	32.1	36.1
10.71	32.13	36.13
10.72	32.16	36.16
10.73	32.19	36.19
10.74	32.22	36.22
10.75	32.25	36.25
10.76	32.28	36.28
10.77	32.31	36.31
10.78	32.34	36.34
10.79	32.37	36.37
10.8	32.4	36.4
10.81	32.43	36.43
10.82	32.46	36.46
10.83	32.49	36.49
10.84	32.52	36.52
10.85	32.55	36.55
10.86	32.58	36.58
10.87	32.61	36.61
10.88	32.64	36.64
10.89	32.67	36.67
10.9	32.7	36.7
10.91	32.73	36.73
10.92	32.76	36.76
10.93	32.79	36.79
10.94	32.82	36.82
10.95	32.85	36.85
10.96	32.88	36.88
10.97	32.91	36.91
10.98	32.94	36.94
10.99	32.97	36.97
11	33	37
11.01	33.03	37.03
11.02	33.06	37.06
11.03	33.09	37.09
11.04	33.12	37.12
11.05	33.15	37.15
11.06	33.18	37.18
11.07	33.21	37.21
11.08	33.24	37.24
11.09	33.27	37.27
11.1	33.3	37.3
11.11	33.33	37.33
11.12	33.36	37.36
11.13	33.39	37.39
11.14	33.42	37.42
11.15	33.45	37.45
11.16	33.48	37.48
11.17	33.51	37.51
11.18	33.54	37.54
11.19	33.57	37.57
11.2	33.6	37.6
11.21	33.63	37.63
11.22	33.66	37.66
11.23	33.69	37.69
11.24	33.72	37.72
11.25	33.75	37.75
11.26	33.78	37.78
11.27	33.81	37.81
11.28	33.84	37.84
11.29	33.87	37.87
11.3	33.9	37.9
11.31	33.93	37.93
11.32	33.96	37.96
11.33	33.99	37.99
11.34	34.02	38.02
11.35	34.05	38.05
11.36	34.08	38.08
11.37	34.11	38.11
11.38	34.14	38.14
11.39	34.17	38.17
11.4	34.2	38.2
11.41	34.23	38.23
11.42	34.26	38.26
11.43	34.29	38.29
11.44	34.32	38.32
11.45	34.35	38.35
11.46	34.38	38.38
11.47	34.41	38.41
11.48	34.44	38.44
11.49	34.47	38.47
11.5	34.5	38.5
11.51	34.53	38.53
11.52	34.56	38.56
11.53	34.59	38.59
11.54	34.62	38.62
11.55	34.65	38.65
11.56	34.68	38.68
11.57	34.71	38.71
11.58	34.74	38.74
11.59	34.77	38.77
11.6	34.8	38.8
11.61	34.83	38.83
11.62	34.86	38.86
11.63	34.89	38.89
11.64	34.92	38.92
11.65	34.95	38.95
11.66	34.98	38.98
11.67	35.01	39.01
11.68	35.04	39.04
11.69	35.07	39.07
11.7	35.1	39.1
11.71	35.13	39.13
11.72	35.16	39.16
